job_id,job_title,company_name,location,source
TAL0660,MS-Senior-Dynamics-Finance-Functional-Consultant,EY,"Noida, UP, IN",Talent
TAL0661,MS-Bizapps-Developer-Senior,EY,"Noida, UP, IN",Talent
TAL0662,SAP BTP Developer RAP CDS-Senior,EY,"Noida, UP, IN",Talent
TAL0663,Oracle ERP-OAC-OBIEE-SQL Developer-Senior,EY,"Noida, UP, IN",Talent
TAL0664,SAP Datasphere-Senior,EY,"Noida, UP, IN",Talent
TAL0665,MS - Bizapps - Technical Developer - Data Migration - Staff,EY,"Noida, UP, IN",Talent
TAL0666,GN - SC&O - BPM - IA - 09,Accenture,Bengaluru,Talent
TAL0667,GN - SC&O - BPM - IA - 12,Accenture,"Mumbai, MC1 Building, NonSTPI",Talent
TAL0668,GN - SC&O - BPM -08,Accenture,Bengaluru,Talent
TAL0669,GN - SC&O - BPM -08,Accenture,"Bengaluru, BDC7A",Talent
TAL0670,GN - SC&O - BPM - IA - 10,Accenture,"Bengaluru, BDC7A",Talent
TAL0671,Internal Audit Specialist,accenture,INDIA,Talent
TAL0672,GN Industry - Utility CC&B Consultant,accenture,INDIA,Talent
TAL0673,S&C -GN - SC&O Operations & Process Transformation Associate Director,accenture,INDIA,Talent
TAL0674,GN - SC&O - BPM - IA - 12,Accenture,Bengaluru,Talent
TAL0675,GN - SC&O - BPM - IA - 10,Accenture,Bengaluru,Talent
TAL0676,GN Industry Utility CC&B,accenture,INDIA,Talent
TAL0677,GN - Industry - MC - T&D Scada,accenture,INDIA,Talent
TAL0678,GN - SC&O - BPM- IA - Manager,Accenture,"Bengaluru, BDC7A",Talent
TAL0679,GN - SC&O - BPM- IA - Manager,Accenture,Bengaluru,Talent
TAL0680,GN - Industry - MC - Utilities CC&B - Analyst,accenture,INDIA,Talent
TAL0681,S&C -GN - SC&O Operations & Process Transformation Senior Manager,accenture,INDIA,Talent
TAL0682,GN - SC&O - BPM - IA - 09,Accenture,"Bengaluru, BDC7A",Talent
TAL0683,GN - Industry - MC - Utilities WACS - Consultant,accenture,INDIA,Talent
TAL0684,GN - Industry - MC - Utilities FSM Manager,accenture,INDIA,Talent
TAL0685,CN - Strategy - MC - Utilities Oracle - 09,accenture,INDIA,Talent
TAL0686,Wipro - AngularJS Developer,Wipro Limited,Hyderabad,Talent
TAL0687,Python Developer,Wipro,"Hyderabad, Telangana, India",Talent
TAL0688,Python Developer / Lead,Wipro,"Hyderabad, India",Talent
TAL0689,Developer,Wipro,"Hyderabad, India",Talent
TAL0690,SailPoint Developer,Wipro,"Hyderabad, India",Talent
TAL0691,Sr Developer,Wipro,"Hyderabad, India",Talent
TAL0692,PowerApps Developer,Wipro,"Hyderabad, India",Talent
TAL0693,Python Developer,Wipro,"Hyderabad, India",Talent
TAL0694,Lead Developer - Teamcenter PLM,Wipro,"Hyderabad, India",Talent
TAL0695,Python Developer,Wipro,"Hyderabad, Telangana, India",Talent
TAL0696,Python (DSA) Developer,Wipro,"Hyderabad, India",Talent
TAL0697,DE-AWS-Cloud Native AI Engineer-VG-F02,EY,"Hyderabad, TG, IN",Talent
TAL0698,DE - AWS - Cloud Native AI Engineer - VG - F02,EY,"Hyderabad, TG, IN",Talent
TAL0699,HCL - Generative AI Researcher - LLM,HCL Technologies Limited,Hyderabad,Talent
TAL0700,System Development Engineer Customer Experience and Business Trends,Amazon,"Bangalore, Karnataka, India",Talent
TAL0701,"System Development Engineer, Customer Experience and Business Trends",AMAZON INDIA PVT LTD,INDIA,Talent
TAL0702,"Sr. Data Scientist, Last Mile Science and Analytics",Amazon Dev Center India - Hyderabad,"Bengaluru, Karnataka, IND",Talent
TAL0703,Sr Data Scientist Last Mile Science,Amazon,"Garhwa, Uttarakhand, India",Talent
TAL0704,Data Analyst Support RoW SHARP,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0705,Business Analyst Support ROW SHARP Analytics,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0706,"Data Scientist II, FinOps - Global Finance Solution",AMAZON INDIA PVT LTD,INDIA,Talent
TAL0707,Data Science Analytics Manager Central Flow,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0708,Applied Scientist Disputes Management,Amazon,"Bangalore, Karnataka, India",Talent
TAL0709,"Data Science & Analytics Manager, Central Flow",AMAZON INDIA PVT LTD,INDIA,Talent
TAL0710,Business Intelligence Engineer I IES ShopEx,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0711,"System Development Engineer, Payments Services",AMAZON INDIA PVT LTD,INDIA,Talent
TAL0712,"Data Engineer I, IN-Ads",Amazon Dev Center India - Hyderabad - A85,"Bengaluru, Karnataka, IND",Talent
TAL0713,"Sr. Applied Scientist, Last Mile Science",Amazon Dev Center India - Hyderabad,"Bengaluru, Karnataka, IND",Talent
TAL0714,"Senior Applied Scientist, Worldwide Returns & Recommerce - Science",Amazon Dev Center India - Hyderabad,"Hyderabad, Telangana, IND",Talent
TAL0715,BIE I AOP,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0716,Data Scientist II Data Scientist II - AOP Team,Amazon,"Bengaluru, Karnataka, India",Talent
TAL0717,Data Scientist II FinOps - Global Data Analytics,Amazon,"Hyderabad, Telangana, India",Talent
TAL0718,"Sr. Applied Scientist, Last Mile Science",Amazon Development Centre (India) Private Limited,"Bengaluru, Karnataka, IND",Talent
TAL0719,"BIE II, AOP",AMAZON INDIA PVT LTD,INDIA,Talent
TAL0720,Devops Engineer II,Microsoft,"Hyderabad, Telangana, India",Talent
TAL0721,Front End Engineer - React Js with PowerBI,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0722,Tandem Specialist,Cognizant,India,Talent
TAL0723,Front End Engineer - React Js with PowerBI,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0724,Front End Engineer - React Js with PowerBI,Cognizant,India,Talent
TAL0725,Tandem Specialist,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0726,Front End Engineer - ReactJs with GCP,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0727,Front End Engineer - ReactJs with GCP,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0728,Front End Engineer - ReactJs with GCP,Cognizant,India,Talent
TAL0729,Front End Engineer - ReactJs with GCP [Urgent],Cognizant,India,Talent
TAL0730,Tandem Specialist,Cognizant,"Chennai, Tamil Nadu, India",Talent
TAL0731,HCL - Generative AI Researcher - LLM,HCL Technologies Limited,Bangalore,Talent
TAL0732,QA Automation,PROCYON TECHNOSTRUCTURE,"Chennai, TN, India",Talent
TAL0733,Automation Engineer,Contour Education,"Chennai, IN",Talent
TAL0734,Cypress Automation Tester,CirrusLabs,"Chennai, IN",Talent
TAL0735,Tosca Automation,LTIMindtree,"Chennai, Tamil Nadu, India",Talent
TAL0736,Automation Engineer,People Prime Worldwide,"Chennai, IN",Talent
TAL0737,Automation,SEGULA Technologies,"Chennai, TN, IN",Talent
TAL0738,Tosca Automation,Dautom,"Greater Chennai Area, India",Talent
TAL0739,Test Automation Architect,Alsvid,Chennai,Talent
TAL0740,Automation Engineer,Gokool Digital,"Chennai, IN",Talent
TAL0741,Automation Product Architect,Sampoorna Consultants Pvt. Ltd,Chennai,Talent
TAL0742,n8n Automation Engineer,Ben AI,"Chennai, IN",Talent
TAL0743,Automation Test Lead,Luxoft,"Chennai, Tamil Nadu, India",Talent
TAL0744,Tosca Automation,Tata Consultancy Services,"Chennai, Tamil Nadu, India",Talent
TAL0745,Automation Testing Engineer,Hitachi,"Chennai, Tamil Nadu, India",Talent
TAL0746,Senior Automation Engineer,Talent Inspire Consulting,"Chennai, IN",Talent
TAL0747,Marketing Automation Specialist,TrueBlue Inc.,"Chennai, IN",Talent
TAL0748,Automation Developer,Expert Executive Recruiters (EER Global),"Chennai, IN",Talent
TAL0749,Automation,Isoftronics,"Chennai, Tamil Nadu, India",Talent
TAL0750,Automation Test Engineer,Synechron,"Chennai, IN",Talent
TAL0751,Automation Tester (Connex),myGwork,"Chennai, India",Talent
TAL0752,Delta V Engineer / Lead Developer,Capgemini,"Ghaziabad, IN",Talent
TAL0753,Delta V Lead Developer - Location : Pune / Bangalore / Mumbai / Hyderabad,Capgemini Engineering,"Ghaziabad, IN",Talent
